act_set,lang,layer,mm_train_acc,mm_test_acc,mm_nat_roc_auc,mm_nat_bal_acc,lr_train_acc,lr_test_acc,lr_nat_roc_auc,lr_nat_bal_acc
mixed,mixed,15,1.0,1.0,0.49004120879120877,0.47235578298568726,1.0,1.0,0.6191620879120879,0.5168269276618958
mixed,mixed,16,1.0,1.0,0.5413804945054945,0.46978020668029785,1.0,1.0,0.6708447802197802,0.6341003179550171
mixed,mixed,17,1.0,1.0,0.543956043956044,0.4778502881526947,1.0,1.0,0.6524725274725275,0.645776093006134
mixed,mixed,18,1.0,1.0,0.5399210164835165,0.47149723768234253,1.0,1.0,0.6535027472527473,0.5968406796455383
mixed,mixed,19,1.0,1.0,0.5350274725274726,0.5,1.0,1.0,0.6668956043956045,0.5664491653442383
mixed,mixed,20,1.0,1.0,0.5473042582417582,0.47905221581459045,1.0,1.0,0.701923076923077,0.5631868243217468
mixed,mixed,21,1.0,1.0,0.4868646978021978,0.5,1.0,1.0,0.7302541208791209,0.6116071343421936
mixed,mixed,22,1.0,1.0,0.5008585164835165,0.5,1.0,1.0,0.7379807692307693,0.5815590620040894
mixed,mixed,23,1.0,1.0,0.5106456043956044,0.5,1.0,1.0,0.7862293956043956,0.6320398449897766
mixed,mixed,24,1.0,1.0,0.5439560439560439,0.5192307829856873,1.0,1.0,0.7730082417582418,0.7378090620040894
mixed,mixed,25,1.0,1.0,0.5648179945054945,0.5125343203544617,1.0,1.0,0.7388392857142857,0.7141140103340149
mixed,mixed,26,1.0,1.0,0.4799107142857143,0.5,1.0,1.0,0.6746222527472527,0.6389079689979553
mixed,mixed,27,1.0,1.0,0.565418956043956,0.5396634340286255,1.0,1.0,0.6519574175824177,0.5583791136741638
mixed,mixed,28,0.9983333349227905,1.0,0.532967032967033,0.5343406200408936,1.0,1.0,0.6770260989010989,0.5776098966598511
mixed,mixed,29,0.9983333349227905,1.0,0.5044642857142857,0.5044642686843872,1.0,1.0,0.6449175824175825,0.6119505167007446
mixed,mixed,30,0.9300000071525574,0.9166666865348816,0.5,0.5,1.0,1.0,0.6495535714285714,0.629807710647583
mixed,mixed,31,0.7516666650772095,0.7649999856948853,0.5,0.5,1.0,1.0,0.6059409340659341,0.5379464030265808
mixed,mixed,32,0.753333330154419,0.7633333206176758,0.5,0.5,1.0,1.0,0.5700549450549451,0.5851648449897766
mixed,mixed,33,0.7316666841506958,0.7283333539962769,0.5,0.5,1.0,1.0,0.5836195054945055,0.603365421295166
mixed,mixed,34,0.6733333468437195,0.6683333516120911,0.5,0.5,1.0,1.0,0.5896291208791209,0.5958104133605957
mixed,mixed,35,0.6616666913032532,0.6549999713897705,0.5,0.5,1.0,1.0,0.5456730769230769,0.5740041136741638
